Aztecs,"Aztecs The Aztecs (/ˈæztɛks/) were a Mesoamerican culture that flourished in central Mexico in the post-classic period from 1300 to 1521. The Aztec people included different ethnic groups of central Mexico - particularly those groups who spoke the Nahuatl language and who dominated large parts of Mesoamerica from the 14th to the 16th centuries. Aztec culture was organized into city-states (altepetl), some of which joined to form alliances, political confederations, or empires. The Aztec Empire was a confederation of three city-states established in 1427: Tenochtitlan, city-state of the Mexica or Tenochca, Texcoco, and Tlacopan, previously part of the Tepanec empire, whose dominant power was Azcapotzalco. Although, the term Aztecs is often narrowly restricted to the Mexica of Tenochtitlan, it is also broadly used to refer to Nahua polities or peoples of central Mexico in the prehispanic era, as well as the Spanish colonial era (1521–1821). The definitions of Aztec and Aztecs have long been the topic of scholarly discussion ever since German scientist Alexander von Humboldt established its common usage in the early 19th century. Aztec civilization Aztec society Nahuatl language Religion Mythology Philosophy Calendar Medicine Human sacrifice Tenochtitlan Templo Mayor Aztec history Aztlán Warfare Codices Aztec script Aztec Empire Tlaxcallan Spanish conquest of the Aztec Empire Moctezuma II Fall of Tenochtitlan Most ethnic groups- of central Mexico - in the post-classic period shared basic cultural traits of Mesoamerica, and so many of the traits that characterize Aztec culture cannot be said to be exclusive to the Aztecs. For the same reason, the notion of ""Aztec civilization"" is best understood as a particular horizon of a general Mesoamerican civilization. The culture of central Mexico includes maize cultivation, the social division between nobility (pipiltin) and commoners (macehualtin), a pantheon (featuring Tezcatlipoca, Tlaloc, and Quetzalcoatl), and the calendric system of a xiuhpohualli of 365 days intercalated with a tonalpohualli of 260 days. Particular to the Mexica of Tenochtitlan was the patron God Huitzilopochtli, twin pyramids, and the ceramic styles known as Aztec I to IV. From the 13th century, the Valley of Mexico was the heart of dense population and the rise of city-states. The Mexica were late-comers to the Valley of Mexico, and founded the city-state of Tenochtitlan on unpromising islets in Lake Texcoco, later becoming the dominant power of the Aztec Triple Alliance or Aztec Empire. It was an empire that expanded its political hegemony far beyond the Valley of Mexico, conquering other city states throughout Mesoamerica in the late post-classic period. It originated in 1427 as an alliance between the city-states Tenochtitlan, Texcoco, and Tlacopan; these allied to defeat the Tepanec state of Azcapotzalco, which had previously dominated the Basin of Mexico. Soon Texcoco and Tlacopan were relegated to junior partnership in the alliance, with Tenochtitlan the dominant power. The empire extended its reach by a combination of trade and military conquest. It was never a true territorial empire controlling a territory by large military garrisons in conquered provinces, but rather dominated its client city-states primarily by installing friendly rulers in conquered territories, by constructing marriage alliances between the ruling dynasties, and by extending an imperial ideology to its client city-states. Client city-states paid taxes, not tribute to the Aztec emperor, the Huey Tlatoani, in an economic strategy limiting communication and trade between outlying polities, making them dependent on the imperial center for the acquisition of luxury goods. The political clout of the empire reached far south into Mesoamerica conquering polities as far south as Chiapas and Guatemala and spanning Mesoamerica from the Pacific to the Atlantic oceans. The empire reached its maximal extent in 1519, just prior to the arrival of a small group of Spanish conquistadors led by Hernán Cortés. Cortés allied with city-states opposed to the Mexica, particularly the Nahuatl-speaking Tlaxcalteca as well as other central Mexican polities, including Texcoco, its former ally in the Triple Alliance. After the fall of Tenochtitlan on 13 August 1521 and the capture of the emperor Cuauhtémoc, the Spanish founded Mexico City on the ruins of Tenochtitlan. From there, they proceeded with the process of conquest and incorporation of Mesoamerican peoples into the Spanish Empire. With the destruction of the superstructure of the Aztec Empire in 1521, the Spanish used the city-states on which the Aztec Empire had been built, to rule the indigenous populations via their local nobles. Those nobles pledged loyalty to the Spanish crown and converted, at least nominally, to Christianity, and, in return, were recognized as nobles by the Spanish crown. Nobles acted as intermediaries to convey taxes and mobilize labor for their new overlords, facilitating the establishment of Spanish colonial rule. Aztec culture and history is primarily known through archaeological evidence found in excavations such as that of the renowned Templo Mayor in Mexico City; from indigenous writings; from eyewitness accounts by Spanish conquistadors such as Cortés and Bernal Díaz del Castillo; and especially from 16th- and 17th-century descriptions of Aztec culture and history written by Spanish clergymen and literate Aztecs in the Spanish or Nahuatl language, such as the famous illustrated, bilingual (Spanish and Nahuatl), twelve-volume Florentine Codex created by the Franciscan friar Bernardino de Sahagún, in collaboration with indigenous Aztec informants. Important for knowledge of post-conquest Nahuas was the training of indigenous scribes to write alphabetic texts in Nahuatl, mainly for local purposes under Spanish colonial rule. At its height, Aztec culture had rich and complex philosophical, mythological, and religious traditions, as well as achieving remarkable architectural and artistic accomplishments. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Beetle,"Beetle Beetles are insects that form the order Coleoptera (/koʊliːˈɒptərə/), in the superorder Endopterygota. Their front pair of wings are hardened into wing-cases, elytra, distinguishing them from most other insects. The Coleoptera, with about 400,000 described species, is the largest of all orders, constituting almost 40% of described insects and 25% of all known animal species; new species are discovered frequently, with estimates suggesting that there are between 0.9 and 2.1 million total species. Found in almost every habitat except the sea and the polar regions, they interact with their ecosystems in several ways: beetles often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates. Some species are serious agricultural pests, such as the Colorado potato beetle, while others such as Coccinellidae (ladybirds or ladybugs) eat aphids, scale insects, thrips, and other plant-sucking insects that damage crops. For other uses, see Beetle (disambiguation). ""Beetles"" redirects here. For the English rock band, see The Beatles. BeetleTemporal range: Earliest Permian–Present Clockwise from top left: female golden stag beetle (Lamprima aurata), rhinoceros beetle (Megasoma sp.), long nose weevil (Rhinotia hemistictus), cowboy beetle (Chondropyga dorsalis), and a species of Amblytelus Scientific classification Domain: Eukaryota Kingdom: Animalia Phylum: Arthropoda Class: Insecta (unranked): Endopterygota Order: ColeopteraLinnaeus, 1758 Suborders Adephaga Archostemata Myxophaga Polyphaga †Protocoleoptera See subgroups of the order Coleoptera Beetles typically have a particularly hard exoskeleton including the elytra, though some such as the rove beetles have very short elytra while blister beetles have softer elytra. The general anatomy of a beetle is quite uniform and typical of insects, although there are several examples of novelty, such as adaptations in water beetles which trap air bubbles under the elytra for use while diving. Beetles are endopterygotes, which means that they undergo complete metamorphosis, with a series of conspicuous and relatively abrupt changes in body structure between hatching and becoming adult after a relatively immobile pupal stage. Some, such as stag beetles, have a marked sexual dimorphism, the males possessing enormously enlarged mandibles which they use to fight other males. Many beetles are aposematic, with bright colors and patterns warning of their toxicity, while others are harmless Batesian mimics of such insects. Many beetles, including those that live in sandy places, have effective camouflage. Beetles are prominent in human culture, from the sacred scarabs of ancient Egypt to beetlewing art and use as pets or fighting insects for entertainment and gambling. Many beetle groups are brightly and attractively colored making them objects of collection and decorative displays. Over 300 species are used as food, mostly as larvae; species widely consumed include mealworms and rhinoceros beetle larvae. However, the major impact of beetles on human life is as agricultural, forestry, and horticultural pests. Serious pests include the boll weevil of cotton, the Colorado potato beetle, the coconut hispine beetle, and the mountain pine beetle. Most beetles, however, do not cause economic damage and many, such as the lady beetles and dung beetles are beneficial by helping to control insect pests. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Billboard (magazine),"Billboard (magazine) Billboard (stylized in lowercase since 2013) is an American music and entertainment magazine published weekly by Penske Media Corporation. The magazine provides music charts, news, video, opinion, reviews, events and style related to the music industry. Its music charts include the Hot 100, the 200, and the Global 200, tracking the most popular albums and songs in various music genres. It also hosts events, owns a publishing firm and operates several television shows. BillboardNovember 16, 2019, cover featuring Paul McCartney and highlighting the magazine's 125th anniversaryEditorHannah KarpFormer editorsLee Zhito, Tony Gervino, Bill Werde, Tamara ConniffCategoriesEntertainmentFrequencyWeeklyPublisherLynne SegallTotal circulation17,000 magazines per week15.2 million unique visitors per monthFounderWilliam DonaldsonJames HenneganFoundedNovember 1, 1894 (1894-11-01) (as Billboard Advertising)CompanyEldridge IndustriesCountryUnited StatesBased inNew York CityLanguageEnglishWebsitewww.billboard.com ISSN0006-2510 Billboard was founded in 1894 by William Donaldson and James Hennegan as a trade publication for bill posters. Donaldson later acquired Hennegan's interest in 1900 for $500. In the early years of the 20th century, it covered the entertainment industry, such as circuses, fairs and burlesque shows, and also created a mail service for travelling entertainers. Billboard began focusing more on the music industry as the jukebox, phonograph and radio became commonplace. Many topics that it covered became the subjects of new magazines, including Amusement Business in 1961 to cover outdoor entertainment, so that Billboard could focus on music. After Donaldson died in 1925, Billboard was inherited by his and Hennegan's children, who retained ownership until selling it to private investors in 1985. The magazine has since been owned by various parties. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Bird,"Bird Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton. Birds live worldwide and range in size from the 5.5 cm (2.2 in) bee hummingbird to the 2.8 m (9 ft 2 in) common ostrich. There are about ten thousand living species, more than half of which are passerine, or ""perching"" birds. Birds have wings whose development varies according to species; the only known groups without wings are the extinct moa and elephant birds. Wings, which are modified forelimbs, gave birds the ability to fly, although further evolution has led to the loss of flight in some birds, including ratites, penguins, and diverse endemic island species. The digestive and respiratory systems of birds are also uniquely adapted for flight. Some bird species of aquatic environments, particularly seabirds and some waterbirds, have further evolved for swimming. The study of birds is called ornithology. BirdsTemporal range: Possible Early Cretaceous or early Late Cretaceous origin based on molecular clock Scientific classification Domain: Eukaryota Kingdom: Animalia Phylum: Chordata Clade: Sauropsida Clade: Avemetatarsalia Clade: Ornithurae Class: AvesLinnaeus, 1758 Extant clades Palaeognathae (ratites and tinamou) Struthionimorphae (ostrich) Notopalaeognathae Neognathae Pangalloanserae (fowl) Neoaves Synonyms Neornithes Gadow, 1883 Birds are feathered theropod dinosaurs and constitute the only known living dinosaurs. Likewise, birds are considered reptiles in the modern cladistic sense of the term, and their closest living relatives are the crocodilians. Birds are descendants of the primitive avialans (whose members include Archaeopteryx) which first appeared during the Late Jurassic. According to DNA evidence, modern birds (Neornithes) evolved in the Early to Late Cretaceous, and diversified dramatically around the time of the Cretaceous–Paleogene extinction event 66 mya, which killed off the pterosaurs and all non-avian dinosaurs. Many social species pass on knowledge across generations, which is considered a form of culture. Birds are social, communicating with visual signals, calls, and songs, and participating in such behaviours as cooperative breeding and hunting, flocking, and mobbing of predators. The vast majority of bird species are socially (but not necessarily sexually) monogamous, usually for one breeding season at a time, sometimes for years, and rarely for life. Other species have breeding systems that are polygynous (one male with many females) or, rarely, polyandrous (one female with many males). Birds produce offspring by laying eggs which are fertilised through sexual reproduction. They are usually laid in a nest and incubated by the parents. Most birds have an extended period of parental care after hatching. Many species of birds are economically important as food for human consumption and raw material in manufacturing, with domesticated and undomesticated birds being important sources of eggs, meat, and feathers. Songbirds, parrots, and other species are popular as pets. Guano (bird excrement) is harvested for use as a fertiliser. Birds figure throughout human culture. About 120 to 130 species have become extinct due to human activity since the 17th century, and hundreds more before then. Human activity threatens about 1,200 bird species with extinction, though efforts are underway to protect them. Recreational birdwatching is an important part of the ecotourism industry. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Birmingham,"Birmingham Birmingham (/ˈbɜːrmɪŋəm/ (listen) BUR-ming-əm) is a city and metropolitan borough in the metropolitan county of West Midlands in England. It is the second-largest city in the United Kingdom with a population of 1.145 million in the city proper, 2.92 million in the West Midlands metropolitan county, and approximately 4.3 million in the wider metropolitan area. It is the largest UK metropolitan area outside of London. Birmingham is commonly referred to as the second city of the United Kingdom. BirminghamCity and metropolitan boroughBirmingham City CentreChamberlain SquareCorporation StreetSt Philip's CathedralLibrary of BirminghamUniversity of BirminghamSelfridges Building in the Bull Ring FlagCoat of armsA bullNicknames:  Brum City of a Thousand Trades 0121 Second City The Pen Shop of the World Venice of the North Workshop of the World Motto: ForwardShown within West Midlands countyBirminghamLocation within the United KingdomShow map of the United KingdomBirminghamLocation within EnglandShow map of EnglandBirminghamLocation within EuropeShow map of EuropeCoordinates: 52°28′48″N 1°54′9″WSovereign stateUnited KingdomCountryEnglandRegionWest MidlandsCeremonial countyWest MidlandsHistoric county Warwickshire (historic entirety) Worcestershire and Staffordshire (added during 19th and 20th century expansion) Settlementc. 600Seigneurial borough1166Municipal borough1838City status14 January 1889Metropolitan borough1 April 1974Administrative HQThe Council House,Victoria SquareGovernment • TypeMetropolitan borough • BodyBirmingham City Council • LeadershipLeader and cabinet • ExecutiveLabour • LeaderJohn Cotton (Lab) • Lord MayorChaman Lal • Chief ExecutiveDeborah CadmanArea • City103.4 sq mi (267.8 km2) • Urban231.2 sq mi (598.9 km2) • Rank145thElevation460 ft (140 m)Population (2021) • City1,144,919 • Rank1st2nd in England and UK • Density11,070/sq mi (4,275/km2) • Urban2,919,600 (2nd) • Metro4,300,000 (2nd)DemonymBrummieTime zoneUTC+0 (Greenwich Mean Time) • Summer (DST)UTC+1 (British Summer Time)PostcodeBArea code0121ISO 3166 codeGB-BIRPoliceWest Midlands PoliceFire and RescueWest Midlands Fire ServiceAmbulanceWest Midlands Ambulance ServiceOS grid referenceSP066868Motorways A38(M) M5 M6 M6 Toll M42 International airportsBirmingham (BHX)Major railway stations Birmingham New Street (A) Birmingham Moor Street (B) Birmingham Snow Hill (C1) Birmingham International(C1) GDPUS$ 121.1 billion (2nd)– Per capitaUS$ 31,572Councillors120MPs List Gary Sambrook (C)Liam Byrne (L)Paulette Hamilton (L)Tahir Ali (L)Khalid Mahmood (L)Shabana Mahmood (L)Steve McCabe (L)Andrew Mitchell (C)Jess Phillips (L)Preet Gill (L) Websitewww.birmingham.gov.uk Located in the West Midlands region of England, approximately 100 miles (160 km) from London, Birmingham is considered to be the social, cultural, financial and commercial centre of the Midlands. Distinctively, Birmingham only has small rivers flowing through it, mainly the River Tame and its tributaries River Rea and River Cole – one of the closest main rivers is the Severn, approximately 20 miles (32 km) west of the city centre. Historically a market town in Warwickshire in the medieval period, Birmingham grew during the 18th century during the Midlands Enlightenment and during the Industrial Revolution, which saw advances in science, technology and economic development, producing a series of innovations that laid many of the foundations of modern industrial society. By 1791, it was being hailed as ""the first manufacturing town in the world"". Birmingham's distinctive economic profile, with thousands of small workshops practising a wide variety of specialised and highly skilled trades, encouraged exceptional levels of creativity and innovation; this provided an economic base for prosperity that was to last into the final quarter of the 20th century. The Watt steam engine was invented in Birmingham. The resulting high level of social mobility also fostered a culture of political radicalism which, under leaders from Thomas Attwood to Joseph Chamberlain, was to give it a political influence unparalleled in Britain outside London and a pivotal role in the development of British democracy. From the summer of 1940 to the spring of 1943, Birmingham was bombed heavily by the German Luftwaffe in what is known as the Birmingham Blitz. The damage done to the city's infrastructure, in addition to a deliberate policy of demolition and new building by planners, led to extensive urban regeneration in subsequent decades. Birmingham's economy is now dominated by the service sector. The city is a major international commercial centre and an important transport, retail, events and conference hub. Its metropolitan economy is the second-largest in the United Kingdom with a GDP of $121.1bn (2014). Its five universities, including the University of Birmingham, make it the largest centre of higher education in the country outside London. Birmingham's major cultural institutions – the City of Birmingham Symphony Orchestra, Birmingham Royal Ballet, Birmingham Repertory Theatre, Library of Birmingham and Barber Institute of Fine Arts – enjoy international reputations, and the city has vibrant and influential grassroots art, music, literary and culinary scenes. The city also successfully hosted the 2022 Commonwealth Games. In 2021, Birmingham was the third most visited city in the UK by people from foreign nations. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Bivalvia,"Bivalvia Bivalvia (/baɪˈvælviə/), in previous centuries referred to as the Lamellibranchiata and Pelecypoda, is a class of marine and freshwater molluscs that have laterally compressed bodies enclosed by a shell consisting of two hinged parts. As a group, bivalves have no head and they lack some usual molluscan organs, like the radula and the odontophore. The class includes the clams, oysters, cockles, mussels, scallops, and numerous other families that live in saltwater, as well as a number of families that live in freshwater. The majority are filter feeders. The gills have evolved into ctenidia, specialised organs for feeding and breathing. Most bivalves bury themselves in sediment, where they are relatively safe from predation. Others lie on the sea floor or attach themselves to rocks or other hard surfaces. Some bivalves, such as the scallops and file shells, can swim. The shipworms bore into wood, clay, or stone and live inside these substances. BivalviaTemporal range: ""Acephala"", from Ernst Haeckel's Kunstformen der Natur (1904) Scientific classification Domain: Eukaryota Kingdom: Animalia Phylum: Mollusca Class: BivalviaLinnaeus, 1758 Subclasses Heterodonta Palaeoheterodonta Protobranchia Pteriomorphia And see text The shell of a bivalve is composed of calcium carbonate, and consists of two, usually similar, parts called valves. These are joined together along one edge (the hinge line) by a flexible ligament that, usually in conjunction with interlocking ""teeth"" on each of the valves, forms the hinge. This arrangement allows the shell to be opened and closed without the two halves detaching. The shell is typically bilaterally symmetrical, with the hinge lying in the sagittal plane. Adult shell sizes of bivalves vary from fractions of a millimetre to over a metre in length, but the majority of species do not exceed 10 cm (4 in). Bivalves have long been a part of the diet of coastal and riparian human populations. Oysters were cultured in ponds by the Romans, and mariculture has more recently become an important source of bivalves for food. Modern knowledge of molluscan reproductive cycles has led to the development of hatcheries and new culture techniques. A better understanding of the potential hazards of eating raw or undercooked shellfish has led to improved storage and processing. Pearl oysters (the common name of two very different families in salt water and fresh water) are the most common source of natural pearls. The shells of bivalves are used in craftwork, and the manufacture of jewellery and buttons. Bivalves have also been used in the biocontrol of pollution. Bivalves appear in the fossil record first in the early Cambrian more than 500 million years ago. The total number of known living species is about 9,200. These species are placed within 1,260 genera and 106 families. Marine bivalves (including brackish water and estuarine species) represent about 8,000 species, combined in four subclasses and 99 families with 1,100 genera. The largest recent marine families are the Veneridae, with more than 680 species and the Tellinidae and Lucinidae, each with over 500 species. The freshwater bivalves include seven families, the largest of which are the Unionidae, with about 700 species. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Bob Dylan,"Bob Dylan Bob Dylan (legally Robert Dylan, born Robert Allen Zimmerman, May 24, 1941) is an American singer-songwriter. Generally regarded as one of the greatest songwriters ever, Dylan has been a major figure in popular culture over his 60 year career. Much of his most celebrated work dates from the 1960s, when songs such as ""Blowin' in the Wind"" (1963) and ""The Times They Are a-Changin'"" (1964) became anthems for the civil rights and antiwar movements. His lyrics during this period incorporated political, social, philosophical, and literary influences, defying pop music conventions and appealing to the burgeoning counterculture. Bob DylanDylan in 2010BornRobert Allen Zimmerman (1941-05-24) May 24, 1941Duluth, Minnesota, USOther names Shabtai Zisel ben Avraham (Hebrew name) Elston Gunnn Blind Boy Grunt Bob Landy Robert Milkwood Thomas Tedham Porterhouse Lucky Wilbury Boo Wilbury Jack Frost Sergei Petrov Zimmy Occupations Singer-songwriter artist writer Years active1959–presentSpouses Sara Lownds ​ ​(m. 1965; div. 1977)​ Carolyn Dennis ​ ​(m. 1986; div. 1992)​ Children6, including Jesse and JakobAwards 2016 Nobel Prize in Literature (for others, see list) Musical careerGenres Folk blues rock gospel country traditional pop jazz Instruments Vocals guitar harmonica keyboards Labels Columbia Asylum Formerly ofThe Traveling WilburysWebsitebobdylan.com Signature Dylan was born and raised in St. Louis County, Minnesota. Following his self-titled debut album of traditional folk songs in 1962, he made his breakthrough as a songwriter with the release of The Freewheelin' Bob Dylan the next year. The album features ""Blowin' in the Wind"" and the thematically complex ""A Hard Rain's a-Gonna Fall"". Many of his songs adapted the tunes and phrasing of older folk songs. He went on to release the politically charged The Times They Are a-Changin' and the more lyrically abstract and introspective Another Side of Bob Dylan in 1964. In 1965 and 1966, Dylan drew controversy among folk purists when he adopted electrically amplified rock instrumentation, and in the space of 15 months recorded three of the most important and influential rock albums of the 1960s: Bringing It All Back Home, Highway 61 Revisited (both 1965) and Blonde on Blonde (1966). His six-minute single ""Like a Rolling Stone"" (1965) expanded commercial and creative boundaries in popular music. In July 1966, a motorcycle accident led to Dylan's withdrawal from touring. During this period, he recorded a large body of songs with members of the Band, who had previously backed him on tour. These recordings were later released as the collaborative album The Basement Tapes in 1975. In the late 1960s and early 1970s, Dylan explored country music and rural themes in John Wesley Harding (1967), Nashville Skyline (1969), and New Morning (1970). In 1975, he released Blood on the Tracks, which many saw as a return to form. In the late 1970s, he became a born-again Christian and released a series of albums of contemporary gospel music before returning to his more familiar rock-based idiom in the early 1980s. Dylan's 1997 album Time Out of Mind marked the beginning of a renaissance for his career. He has released five critically acclaimed albums of original material since then, the most recent being Rough and Rowdy Ways (2020). He also recorded a series of three albums of traditional American standards, especially songs recorded by Frank Sinatra, and an album smoothing his early rock material into a mellower Americana sensibility, Shadow Kingdom (2023). Dylan has toured continuously since the late 1980s on what has become known as the Never Ending Tour. Since 1994, Dylan has published nine books of paintings and drawings, and his work has been exhibited in major art galleries. He has sold more than 145 million records, making him one of the best-selling musicians ever. He has received numerous awards, including the Presidential Medal of Freedom, ten Grammy Awards, a Golden Globe Award and an Academy Award. Dylan has been inducted into the Rock and Roll Hall of Fame, Nashville Songwriters Hall of Fame and the Songwriters Hall of Fame. The Pulitzer Prize Board in 2008 awarded him a special citation for ""his profound impact on popular music and American culture, marked by lyrical compositions of extraordinary poetic power"". In 2016, Dylan was awarded the Nobel Prize in Literature ""for having created new poetic expressions within the great American song tradition"". This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Bobcat,"Bobcat The bobcat (Lynx rufus), also known as the red lynx, is a medium-sized cat native to North America. It ranges from southern Canada through most of the contiguous United States to Oaxaca in Mexico. It is listed as Least Concern on the IUCN Red List since 2002, due to its wide distribution and large population. Although it has been hunted extensively both for sport and fur, populations have proven stable, though declining in some areas. Bobcat Bobcat in Columbus Zoo Conservation status Least Concern  (IUCN 3.1) CITES Appendix II (CITES) Scientific classification Domain: Eukaryota Kingdom: Animalia Phylum: Chordata Class: Mammalia Order: Carnivora Suborder: Feliformia Family: Felidae Subfamily: Felinae Genus: Lynx Species: L. rufus Binomial name Lynx rufus(Schreber, 1777) Range in 2016 Synonyms See text It has distinctive black bars on its forelegs and a black-tipped, stubby (or ""bobbed"") tail, from which it derives its name. It reaches a total length (including the tail) of up to 125 cm (50 in). It is an adaptable predator inhabiting wooded areas, semidesert, urban edge, forest edge, and swampland environments. It remains in some of its original range, but populations are vulnerable to extirpation by coyotes and domestic animals. Though the bobcat prefers rabbits and hares, it hunts insects, chickens, geese and other birds, small rodents, and deer. Prey selection depends on location and habitat, season, and abundance. Like most cats, the bobcat is territorial and largely solitary, although with some overlap in home ranges. It uses several methods to mark its territorial boundaries, including claw marks and deposits of urine or feces. The bobcat breeds from winter into spring and has a gestation period of about two months. Two subspecies are recognized: one east of the Great Plains, and the other west of the Great Plains. It is featured in some stories of the indigenous peoples of North and Central America, and in the folklore of European-descended inhabitants of the Americas. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Canadians,"Canadians Canadians (French: Canadiens) are people identified with the country of Canada. This connection may be residential, legal, historical or cultural. For most Canadians, many (or all) of these connections exist and are collectively the source of their being Canadian. CanadiansNational flag of CanadaTotal populationCanada: 39,858,480 (Q2 2023)Ethnic origins: White (69.8%) South Asian (7.1%) Indigenous (5%) Chinese (4.7%) Black (4.3%) Arab (1.9%) Latin American (1.6%) Southeast Asian (1.1%) West Asian (1%) Korean (0.6%) Japanese (0.3%) Multiracial/Other (3.2%)2021 census: Overall total is greater than 100% due to multiple visible minority, population group, and Indigenous responses. Regions with significant populationsMap of the Canadian diaspora in the world United States1,062,640Hong Kong300,000United Kingdom73,000France60,000Lebanon45,000United Arab Emirates40,000Italy30,000Pakistan30,000Australia27,289China19,990Germany15,750South Korea14,210Japan11,016LanguagesLanguages of Canada 56% English 22% French (11% English & French) 3.5% Chinese 1.6% Punjabi 1.5% Tagalog 1.4% Spanish 1.4% Arabic 1.2% German 1.1% Italian language ReligionReligions of Canada 67.2% Christianity 3.2% Islam 1.5% Hinduism 1.4% Sikhism 1.1% Buddhism 1.0% Judaism 0.6% Other (23.9% No religion) Canada is a multilingual and multicultural society home to people of groups of many different ethnic, religious, and national origins, with the majority of the population made up of Old World immigrants and their descendants. Following the initial period of French and then the much larger British colonization, different waves (or peaks) of immigration and settlement of non-indigenous peoples took place over the course of nearly two centuries and continue today. Elements of Indigenous, French, British, and more recent immigrant customs, languages, and religions have combined to form the culture of Canada, and thus a Canadian identity. Canada has also been strongly influenced by its linguistic, geographic, and economic neighbour—the United States. Canadian independence from the United Kingdom grew gradually over the course of many years following the formation of the Canadian Confederation in 1867. The First and Second World Wars, in particular, gave rise to a desire among Canadians to have their country recognized as a fully-fledged, sovereign state, with a distinct citizenship. Legislative independence was established with the passage of the Statute of Westminster, 1931, the Canadian Citizenship Act, 1946, took effect on January 1, 1947, and full sovereignty was achieved with the patriation of the constitution in 1982. Canada's nationality law closely mirrored that of the United Kingdom. Legislation since the mid-20th century represents Canadians' commitment to multilateralism and socioeconomic development. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
Carl Linnaeus,"Carl Linnaeus Carl Linnaeus (/lɪˈniː.əs, -ˈneɪ-/; 23 May 1707 – 10 January 1778), also known after his ennoblement in 1761 as Carl von Linné (Swedish pronunciation: [ˈkɑːɭ fɔn lɪˈneː] (listen)), was a Swedish botanist, zoologist, taxonomist, and physician who formalised binomial nomenclature, the modern system of naming organisms. He is known as the ""father of modern taxonomy"". Many of his writings were in Latin; his name is rendered in Latin as Carolus Linnæus and, after his 1761 ennoblement, as Carolus a Linné. Carl LinnaeusCarl von Linné by Alexander Roslin, 1775(oil on canvas, Gripsholm Castle)Born(1707-05-23)23 May 1707Råshult, Stenbrohult parish (now within Älmhult Municipality), SwedenDied10 January 1778(1778-01-10) (aged 70)Hammarby (estate), Danmark parish (outside Uppsala), SwedenResting placeUppsala Cathedral59°51′29″N 17°38′00″ENationalitySwedishAlma mater Lund University Uppsala University University of Harderwijk Known for Binomial nomenclature Taxonomy Spouse Sara Elisabeth Moræa ​ ​(m. 1739)​Children7Scientific careerFields Biology Botany Zoology InstitutionsUppsala UniversityThesisDissertatio medica inauguralis in qua exhibetur hypothesis nova de febrium intermittentium causa (1735)Notable students Peter Ascanius Johann Friedrich Gmelin Author abbrev. (botany)L.Author abbrev. (zoology)Linn. Signature Linnaeus was the son of a curate and he was born in Råshult, the countryside of Småland, in southern Sweden. He received most of his higher education at Uppsala University and began giving lectures in botany there in 1730. He lived abroad between 1735 and 1738, where he studied and also published the first edition of his Systema Naturae in the Netherlands. He then returned to Sweden where he became professor of medicine and botany at Uppsala. In the 1740s, he was sent on several journeys through Sweden to find and classify plants and animals. In the 1750s and 1760s, he continued to collect and classify animals, plants, and minerals, while publishing several volumes. He was one of the most acclaimed scientists in Europe at the time of his death. Philosopher Jean-Jacques Rousseau sent him the message: ""Tell him I know no greater man on Earth."" Johann Wolfgang von Goethe wrote: ""With the exception of Shakespeare and Spinoza, I know no one among the no longer living who has influenced me more strongly."" Swedish author August Strindberg wrote: ""Linnaeus was in reality a poet who happened to become a naturalist."" Linnaeus has been called Princeps botanicorum (Prince of Botanists) and ""The Pliny of the North"". He is also considered one of the founders of modern ecology. In botany and zoology, the abbreviation L. is used to indicate Linnaeus as the authority for a species' name. In older publications, the abbreviation ""Linn."" is found. Linnaeus's remains constitute the type specimen for the species Homo sapiens following the International Code of Zoological Nomenclature, since the sole specimen that he is known to have examined was himself. This article is issued from Wikipedia. The text is licensed under Creative Commons - Attribution - Sharealike. Additional terms may apply for the media files."
